,date,open,high,low,close,volume,tic,day
0,1999-12-31,0.9012280106544495,0.9185270071029663,0.888392984867096,0.7893641591072083,163811200,AAPL,4
1,2000-01-03,0.9363840222358704,1.004464030265808,0.9079239964485168,0.859423041343689,535796800,AAPL,0
2,2000-01-04,0.966517984867096,0.9877229928970337,0.9034600257873535,0.786965012550354,512377600,AAPL,1
3,2000-01-05,0.9263389706611633,0.9871649742126465,0.919642984867096,0.7984809279441833,778321600,AAPL,2
4,2000-01-06,0.9475449919700623,0.955357015132904,0.8482139706611633,0.7293816208839417,767972800,AAPL,3
5,2000-01-07,0.861607015132904,0.9017860293388367,0.8526790142059326,0.7639315128326416,460734400,AAPL,4
6,2000-01-10,0.9107139706611633,0.9129459857940674,0.845982015132904,0.7504956126213074,505064000,AAPL,0
7,2000-01-11,0.8565850257873535,0.8872770071029663,0.8080360293388367,0.7121070623397827,441548800,AAPL,1
8,2000-01-12,0.8482139706611633,0.8526790142059326,0.7723209857940674,0.6693999767303467,976068800,AAPL,2
9,2000-01-13,0.8436099886894226,0.8816959857940674,0.825892984867096,0.7428176403045654,1032684800,AAPL,3
10,2000-01-14,0.892857015132904,0.9129459857940674,0.8872770071029663,0.7711292505264282,390376000,AAPL,4
11,2000-01-18,0.9017860293388367,0.9464290142059326,0.896763026714325,0.7980009913444519,459177600,AAPL,1
12,2000-01-19,0.9430800080299377,0.970982015132904,0.9229909777641296,0.8181553483009338,597643200,AAPL,2
13,2000-01-20,1.03125,1.0848209857940674,1.0133930444717407,0.8714196681976318,1831132800,AAPL,3
14,2000-01-21,1.020089030265808,1.020089030265808,0.9838169813156128,0.8546246886253357,495924800,AAPL,4
15,2000-01-24,0.9681919813156128,1.0066959857940674,0.9386159777641296,0.8157562017440796,440876800,AAPL,0
16,2000-01-25,0.9375,1.010045051574707,0.9140629768371582,0.8618220090866089,497145600,AAPL,1
17,2000-01-26,0.982142984867096,1.019531011581421,0.9799110293388367,0.8459871411323547,367158400,AAPL,2
18,2000-01-27,0.9715399742126465,1.0089290142059326,0.955357015132904,0.8445475101470947,340144000,AAPL,3
19,2000-01-28,0.9659600257873535,0.9899550080299377,0.8984379768371582,0.7802466154098511,423348800,AAPL,4
20,2000-01-31,0.9017860293388367,0.9274550080299377,0.84375,0.7965614795684814,701680000,AAPL,0
