,close
0,0.7893641591072083
1,0.859423041343689
2,0.786965012550354
3,0.7984809279441833
4,0.7293816208839417
5,0.7639315128326416
6,0.7504956126213074
7,0.7121070623397827
8,0.6693999767303467
9,0.7428176403045654
10,0.7711292505264282
11,0.7980009913444519
12,0.8181553483009338
13,0.8714196681976318
14,0.8546246886253357
15,0.8157562017440796
16,0.8618220090866089
17,0.8459871411323547
18,0.8445475101470947
19,0.7802466154098511
20,0.7965614795684814
21,0.7696895599365234
22,0.7586527466773987
23,0.7932026982307434
24,0.8291922807693481
25,0.8757379055023193
26,0.8819764256477356
27,0.8647011518478394
28,0.8714196681976318
29,0.8349502682685852
30,0.8891737461090088
31,0.9136465191841124
32,0.876217782497406
33,0.8819764256477356
34,0.8541449308395386
35,0.8738184571266174
36,0.8925327658653259
37,0.8844950795173645
38,0.8474265336990356
39,0.8695001602172852
40,0.880057156085968
41,1.000500202178955
42,0.9366801381111144
43,0.9827460050582886
44,0.9649913907051086
45,0.9433974027633668
46,0.9366801381111144
47,0.9385993480682372
48,0.9654715061187744
49,0.9314014315605164
50,0.8771774768829346
51,0.8925327658653259
52,0.9333202838897704
53,0.9597129225730896
54,0.9443572163581848
55,1.0360100269317627
56,1.107028603553772
57,1.084955811500549
58,1.0648012161254885
59,1.0715198516845703
60,1.0681605339050293
61,1.043688416481018
62,0.9654715061187744
63,1.0427285432815552
64,1.0235337018966677
65,0.9774675965309144
66,1.000981092453003
67,0.9611528515815736
68,1.0115374326705933
69,0.9597129225730896
70,0.91700541973114
71,0.8387888669967651
72,0.8738184571266174
73,0.8589434027671814
74,0.9510759115219116
75,0.9741088151931764
76,0.9299618601799012
77,0.9126871824264526
78,0.9251632690429688
79,0.9851450324058532
80,0.9314014315605164
81,0.9731486439704896
82,0.9525150656700134
83,0.9544344544410706
84,0.9050089120864868
85,0.8834160566329956
86,0.8498257398605347
87,0.8685405850410461
88,0.8455073237419128
89,0.8095179796218872
90,0.7624920606613159
91,0.7893641591072083
92,0.8263132572174072
93,0.7754485011100769
94,0.8114370107650757
95,0.7783273458480835
96,0.7735292911529541
97,0.7217042446136475
98,0.6905131936073303
99,0.6588430404663086
100,0.6732386350631714
101,0.6699993014335632
102,0.6631614565849304
103,0.6722790002822876
104,0.6449272036552429
105,0.6842755675315857
106,0.7106674313545227
107,0.7010703682899475
108,0.7130665183067322
109,0.741378128528595
110,0.7279421091079712
111,0.7351403832435608
112,0.7001103162765503
113,0.7255429625511169
114,0.6943525671958923
115,0.7092279195785522
116,0.7001103162765503
117,0.7418578863143921
118,0.7773678302764893
119,0.8541449308395386
120,0.8253528475761414
121,0.7936825156211853
122,0.8311116099357605
123,0.7946423292160034
124,0.8359098434448242
125,0.786965012550354
126,0.8042396306991577
127,0.8186352252960205
128,0.7927231192588806
129,0.7956018447875977
130,0.8359098434448242
131,0.8771774768829346
132,0.8742985725402832
133,0.9040494561195374
134,0.8675809502601624
135,0.8858150839805603
136,0.8954127430915833
137,0.8790966272354126
138,0.8090377449989319
139,0.8464668393135071
140,0.8224738240242004
141,0.747616708278656
142,0.7687299251556396
143,0.7687299251556396
144,0.7984809279441833
145,0.7418578863143921
146,0.7802466154098511
147,0.7572134137153625
148,0.7255429625511169
149,0.7370597124099731
150,0.7274623513221741
151,0.7361000180244446
152,0.7178650498390198
153,0.7293816208839417
154,0.7303413152694702
155,0.7322612404823303
156,0.7226639986038208
157,0.7169052362442017
158,0.7447369694709778
159,0.7898439168930054
160,0.7677703499794006
161,0.7754485011100769
162,0.7936825156211853
163,0.8339904546737671
164,0.8615822792053223
165,0.8723791837692261
166,0.8915729522705078
167,0.9088484644889832
168,0.9136465191841124
169,0.9357205629348756
170,0.9741088151931764
171,0.9587528109550476
172,0.8973318934440613
173,0.9520353674888612
174,0.9040494561195374
175,0.8973318934440613
176,0.8867745995521545
177,0.8906132578849792
178,0.8730989694595337
179,0.8481462001800537
180,0.9314014315605164
181,0.920365035533905
182,0.9374000430107116
183,0.8704599738121033
184,0.8013606071472168
185,0.8215141296386719
186,0.7898439168930054
187,0.7514552474021912
188,0.8215141296386719
189,0.3954014480113983
190,0.3723689019680023
191,0.3426180183887481
192,0.3627714812755584
193,0.3387784659862518
194,0.3406978249549866
195,0.3339802622795105
196,0.3205442726612091
197,0.3013495206832886
198,0.3071081936359405
199,0.3387784659862518
200,0.3301416933536529
201,0.3090275824069977
202,0.3090275824069977
203,0.2907932698726654
204,0.2994301319122314
205,0.3128661513328552
206,0.2898337543010711
207,0.2840749621391296
208,0.2840749621391296
209,0.285034567117691
210,0.2965512573719024
211,0.3003898561000824
212,0.3147855699062347
213,0.3426180183887481
214,0.3416574001312256
215,0.3291819989681244
216,0.327261745929718
217,0.3080679476261139
218,0.3099871873855591
219,0.2927126586437225
220,0.297510951757431
221,0.31094691157341
222,0.3051889538764953
223,0.2917530536651611
224,0.2840749621391296
225,0.2907932698726654
226,0.2888740301132202
227,0.2840749621391296
228,0.2965512573719024
229,0.2869538366794586
230,0.276877611875534
231,0.2696792781352997
232,0.2533642947673797
233,0.2620020806789398
234,0.2562433183193207
235,0.2610415816307068
236,0.2197739630937576
237,0.2197739630937576
238,0.231290578842163
239,0.2332099974155426
240,0.2360897660255432
241,0.230331003665924
242,0.2216941267251968
243,0.2159353345632553
244,0.218814343214035
245,0.2149756997823715
246,0.2207336276769638
247,0.2159353345632553
248,0.230331003665924
249,0.2255327403545379
250,0.2274520546197891
251,0.2274520546197891
252,0.2284116297960281
253,0.2284116297960281
254,0.2514450550079345
255,0.2620020806789398
256,0.2514450550079345
257,0.2543239593505859
258,0.2639213800430298
259,0.2543239593505859
260,0.276397705078125
261,0.2639213800430298
262,0.2629616856575012
263,0.2581626176834106
264,0.2869538366794586
265,0.2994301319122314
266,0.295591652393341
267,0.3147855699062347
268,0.3147855699062347
269,0.3061486482620239
270,0.3003898561000824
271,0.3330206274986267
272,0.3339802622795105
273,0.3320609331130981
274,0.324382871389389
275,0.3167056143283844
276,0.3099871873855591
277,0.324382871389389
278,0.3186249732971191
279,0.3186249732971191
280,0.2936723232269287
281,0.302310049533844
282,0.2936723232269287
283,0.2994301319122314
284,0.3080679476261139
285,0.2917530536651611
286,0.2811959683895111
287,0.2898337543010711
288,0.2888740301132202
289,0.2888740301132202
290,0.2994301319122314
291,0.297510951757431
292,0.2802363038063049
293,0.2879135012626648
294,0.295591652393341
295,0.3128661513328552
296,0.3301416933536529
297,0.3263021409511566
298,0.3195845782756805
299,0.31094691157341
300,0.2859941720962524
301,0.3003898561000824
302,0.3138259053230285
303,0.302310049533844
304,0.3013495206832886
305,0.3157460391521454
306,0.302310049533844
307,0.3090275824069977
308,0.3320609331130981
309,0.3531741499900818
310,0.3344412446022033
311,0.3511782884597778
312,0.3404294848442077
313,0.3459570109844208
314,0.3388937413692474
315,0.3315235078334808
316,0.3107938468456268
317,0.2994301319122314
318,0.3204677999019623
319,0.3161682486534118
320,0.3154003024101257
321,0.3384328484535217
322,0.3347480297088623
323,0.3442681431770324
324,0.3292198181152344
325,0.3132506012916565
326,0.3499494791030884
327,0.3949413001537323
328,0.3844994604587555
329,0.3723689019680023
330,0.3689902722835541
331,0.3795861005783081
332,0.37912517786026
333,0.4023115038871765
334,0.3914097845554352
335,0.3981660306453705
336,0.408299833536148
337,0.3832707703113556
338,0.3954014480113983
339,0.3832707703113556
340,0.3772823810577392
341,0.3682224750518799
342,0.3531741499900818
343,0.3508713245391845
344,0.3576275706291199
345,0.3559387028217315
346,0.3700652718544006
347,0.3616200685501098
348,0.3613131940364837
349,0.3617731034755707
350,0.3608521223068237
351,0.3567057251930237
352,0.3562457859516144
353,0.3494894206523895
354,0.3296807706356048
355,0.3037297427654266
356,0.3063404858112335
357,0.3207746744155884
358,0.3172429800033569
359,0.3215425014495849
360,0.3183180093765259
361,0.3325985074043274
362,0.327377051115036
363,0.3077222406864166
364,0.3118687570095062
365,0.3143254816532135
366,0.3052655160427093
367,0.3138644695281982
368,0.3121756911277771
369,0.3100259900093078
370,0.3327514231204986
371,0.3453429639339447
372,0.3418113589286804
373,0.3683764040470123
374,0.3646908104419708
375,0.3583954870700836
376,0.3614662289619446
377,0.3570136725902557
378,0.3669944703578949
379,0.3660726547241211
380,0.3560917675495147
381,0.338279664516449
382,0.3485676050186157
383,0.3246133625507355
384,0.3461109101772308
385,0.3740578293800354
386,0.3815819025039673
387,0.3679154515266418
388,0.3854204714298248
389,0.3192389011383056
390,0.3064943850040436
391,0.3068013489246368
392,0.3000450134277344
393,0.2931348979473114
394,0.2836140096187591
395,0.2854567468166351
396,0.291138231754303
397,0.2906782329082489
398,0.2885283529758453
399,0.2926739454269409
400,0.3043447136878967
401,0.2994301319122314
402,0.2937488853931427
403,0.295591652393341
404,0.2902171909809112
405,0.2925208806991577
406,0.292059987783432
407,0.2931348979473114
408,0.2876065373420715
409,0.2831540107727051
410,0.2863785922527313
411,0.2774726450443268
412,0.2782395184040069
413,0.2751689851284027
414,0.2796223759651184
415,0.2734800577163696
416,0.2851497530937195
417,0.2905242145061493
418,0.2825391590595245
419,0.2737869918346405
420,0.2737869918346405
421,0.284842848777771
422,0.2802363038063049
423,0.284842848777771
424,0.2720982134342193
425,0.2653411626815796
426,0.2667238116264343
427,0.2608884274959564
428,0.2499857693910598
429,0.2613494098186493
430,0.2407727390527725
431,0.2415406256914138
432,0.2525964677333832
433,0.2386230528354644
434,0.2326347082853317
435,0.2381620556116104
436,0.2381620556116104
437,0.2386230528354644
438,0.231098860502243
439,0.2300240248441696
440,0.2438434958457946
441,0.2478359937667846
442,0.2487578243017196
443,0.2456863075494766
444,0.2582778334617615
445,0.2724051475524902
446,0.2765507102012634
447,0.2762436866760254
448,0.2765507102012634
449,0.2608884274959564
450,0.276397705078125
451,0.2810042798519134
452,0.292059987783432
453,0.278547465801239
454,0.290985107421875
455,0.2946706414222717
456,0.2866854965686798
457,0.2707155644893646
458,0.2702553272247314
459,0.2696405947208404
460,0.2854567468166351
461,0.2851497530937195
462,0.2928278744220733
463,0.3005050718784332
464,0.3008120954036712
465,0.2872996032238006
466,0.2872996032238006
467,0.2879135012626648
468,0.2974343001842499
469,0.3011198937892914
470,0.2986622750759125
471,0.2912920713424682
472,0.3071081936359405
473,0.2998910248279571
474,0.3021948635578155
475,0.3046514391899109
476,0.3281449973583221
477,0.3224636018276214
478,0.315246433019638
479,0.3135576248168945
480,0.3270700871944427
481,0.3232313990592956
482,0.3439610600471496
483,0.3648447394371032
484,0.3497964143753052
485,0.3461109101772308
486,0.3461109101772308
487,0.3344412446022033
488,0.3299877643585205
489,0.3224636018276214
490,0.3130965828895569
491,0.3166282773017883
492,0.3226173818111419
493,0.3319835662841797
494,0.3173962235450744
495,0.3224636018276214
496,0.3279919028282165
497,0.3299877643585205
498,0.3388937413692474
499,0.3444219529628753
500,0.3362830579280853
501,0.3577806055545807
502,0.3620800673961639
503,0.3637698292732239
504,0.3516392409801483
505,0.3471857905387878
506,0.3324445486068725
507,0.3259951472282409
508,0.3232313990592956
509,0.3247672021389007
510,0.3332123756408691
511,0.3190849721431732
512,0.3451899588108063
513,0.3404294848442077
514,0.3350552022457123
515,0.3534810841083526
516,0.3563987612724304
517,0.3570136725902557
518,0.3573206663131714
519,0.3542490303516388
520,0.3699122369289398
521,0.3795861005783081
522,0.3748255372047424
523,0.3892599642276764
524,0.3907948732376098
525,0.3788181245326996
526,0.3731367588043213
527,0.3689902722835541
528,0.3835776746273041
529,0.3794320821762085
530,0.3840386569499969
531,0.3777433335781097
532,0.3669944703578949
533,0.3473396599292755
534,0.3551707863807678
535,0.3301416933536529
536,0.3491816222667694
537,0.3656126260757446
538,0.3634628653526306
539,0.3372049033641815
540,0.3332123756408691
541,0.3600842952728271
542,0.372982919216156
543,0.3613131940364837
544,0.3696043193340301
545,0.3743646740913391
546,0.3786642551422119
547,0.3848064541816711
548,0.3795861005783081
549,0.3760535717010498
550,0.3751326501369476
551,0.3831177353858948
552,0.3798930048942566
553,0.3815819025039673
554,0.3826567232608795
